experiment,layers,neurons,dropout_rate,activation,timesteps,batch_size,epochs,mae_blind,rmse_blind,loss,mae,rmse,loss,mae,rmse,train_time
108,1,128,0.5,tanh,21,30,25,0.16798202693462372,0.1958601474761963,0.04044277407228947,0.026524002974232037,0.040199254949887596,[[0.24306107]],[[0.15940926]],[[0.24159752]],22.550191640853882
109,2,32,0.0,relu,7,10,25,0.1774582415819168,0.2021668553352356,0.051804633190234504,0.040346949671705566,0.05213820934295654,[[0.31134585]],[[0.24248517]],[[0.31335064]],44.459415912628174
110,2,32,0.0,relu,7,20,25,0.18981467187404633,0.21125870943069458,0.046208555499712624,0.035210014010469116,0.0465478760500749,[[0.27771342]],[[0.21161218]],[[0.27975274]],36.484100103378296
111,2,32,0.0,relu,7,30,25,0.19265957176685333,0.21480779349803925,0.045146425565083824,0.032776219149430595,0.04573827236890793,[[0.27133002]],[[0.19698508]],[[0.27488702]],30.18232822418213
112,2,32,0.0,relu,14,10,25,0.18265698850154877,0.20659498870372772,0.05282101035118103,0.04133812213937441,0.0531487874686718,[[0.31745427]],[[0.24844211]],[[0.31942421]],56.688825607299805
113,2,32,0.0,relu,14,20,25,0.18293718993663788,0.20607911050319672,0.04546106110016505,0.034400930628180504,0.04594141865770022,[[0.27322098]],[[0.20674959]],[[0.27610793]],35.70720815658569
114,2,32,0.0,relu,14,30,25,0.210735484957695,0.2331368774175644,0.047195962319771446,0.0351500374575456,0.04773312186201414,[[0.28364773]],[[0.21125173]],[[0.28687606]],29.27611541748047
115,2,32,0.0,relu,21,10,25,0.1884135752916336,0.21414946019649506,0.05537130559484164,0.04201499745249748,0.05477511137723923,[[0.33278155]],[[0.25251013]],[[0.32919842]],46.05500793457031
116,2,32,0.0,relu,21,20,25,0.208746075630188,0.23263227939605713,0.04860148082176844,0.03647160530090332,0.048078631361325584,[[0.2920949]],[[0.21919435]],[[0.28895257]],32.528377532958984
117,2,32,0.0,relu,21,30,25,0.21987442672252655,0.24250014126300812,0.05055359626809756,0.03724644581476847,0.05023128787676493,[[0.30382711]],[[0.22385114]],[[0.30189004]],29.63464331626892
118,2,32,0.0,tanh,7,10,25,0.15454812347888947,0.18011869490146637,0.04911357288559278,0.03732788128157457,0.04947539915641149,[[0.29517257]],[[0.22434057]],[[0.29734715]],52.31815981864929
119,2,32,0.0,tanh,7,20,25,0.22172720730304718,0.2430022805929184,0.04933815822005272,0.03724736409882704,0.049898737420638405,[[0.29652233]],[[0.22385666]],[[0.29989141]],34.49450469017029
120,2,32,0.0,tanh,7,30,25,0.1976323276758194,0.21979637444019318,0.04563829178611437,0.033325559770067535,0.04621787741780281,[[0.27428613]],[[0.20028661]],[[0.27776944]],28.87315320968628
121,2,32,0.0,tanh,14,10,25,0.16207677125930786,0.18792439997196198,0.049837411691745125,0.03819399264951547,0.05027094855904579,[[0.29952284]],[[0.2295459]],[[0.3021284]],49.207852602005005
122,2,32,0.0,tanh,14,20,25,0.1892135590314865,0.21165519952774048,0.04458272332946459,0.033540754268566765,0.045114743212858834,[[0.26794217]],[[0.20157993]],[[0.27113961]],34.912787437438965
123,2,32,0.0,tanh,14,30,25,0.20777292549610138,0.2307666540145874,0.04655419662594795,0.03440634533762932,0.047123681753873825,[[0.27979072]],[[0.20678214]],[[0.28321333]],29.379828214645386
124,2,32,0.0,tanh,21,10,25,0.17903710901737213,0.205729678273201,0.054007393618424736,0.04058048749963442,0.05337284257014593,[[0.32458444]],[[0.24388873]],[[0.32077078]],44.80884265899658
125,2,32,0.0,tanh,21,20,25,0.2370065599679947,0.2607893943786621,0.05176078652342161,0.04006615032752355,0.05126967405279478,[[0.31108233]],[[0.24079756]],[[0.30813074]],35.90471863746643
126,2,32,0.0,tanh,21,30,25,0.20959602296352386,0.23347564041614532,0.0480118157962958,0.03447238107522329,0.047740684201320015,[[0.28855101]],[[0.20717901]],[[0.28692151]],28.872806310653687
127,2,32,0.5,relu,7,10,25,0.16947077214717865,0.19532030820846558,0.05107110242048899,0.039585597813129425,0.0511844332019488,[[0.30693733]],[[0.23790944]],[[0.30761844]],52.565505027770996
128,2,32,0.5,relu,7,20,25,0.21342627704143524,0.23502059280872345,0.048635038236776985,0.036358303700884186,0.04914993792772293,[[0.29229658]],[[0.21851341]],[[0.29539113]],34.05536198616028
129,2,32,0.5,relu,7,30,25,0.20805950462818146,0.23299837112426758,0.04877468074361483,0.036916978657245636,0.04925425350666046,[[0.29313583]],[[0.22187104]],[[0.29601806]],31.995064735412598
130,2,32,0.5,relu,14,10,25,0.1819360852241516,0.20609575510025024,0.051827323933442436,0.04010770842432976,0.05202315623561541,[[0.31148222]],[[0.24104733]],[[0.31265917]],43.254602670669556
131,2,32,0.5,relu,14,20,25,0.19602948427200317,0.218486949801445,0.04585190614064535,0.03400190236667792,0.04639049246907234,[[0.27556996]],[[0.20435143]],[[0.27880686]],36.24742889404297
132,2,32,0.5,relu,14,30,25,0.2080966979265213,0.23090310394763947,0.048636006812254585,0.037518645326296486,0.049133421232302986,[[0.2923024]],[[0.22548706]],[[0.29529186]],28.216612815856934
133,2,32,0.5,relu,21,10,25,0.1827487200498581,0.2097158581018448,0.0536835603415966,0.04139730210105578,0.05277362714211146,[[0.3226382]],[[0.24879779]],[[0.3171695]],45.457298040390015
134,2,32,0.5,relu,21,20,25,0.21212635934352875,0.2345706969499588,0.0481384185453256,0.03473811782896519,0.04766203587253889,[[0.2893119]],[[0.20877609]],[[0.28644884]],36.18981385231018
135,2,32,0.5,relu,21,30,25,0.2106226235628128,0.2373308539390564,0.04923431326945623,0.03627416118979454,0.048727914690971375,[[0.29589822]],[[0.21800771]],[[0.29285477]],28.93417739868164
136,2,32,0.5,tanh,7,10,25,0.19751882553100586,0.22120721638202667,0.04913341626524925,0.03780436453719934,0.04938323299090067,[[0.29529183]],[[0.22720423]],[[0.29679323]],46.0684757232666
137,2,32,0.5,tanh,7,20,25,0.2079765796661377,0.22986502945423126,0.04800885667403539,0.03565491735935211,0.04854953785737356,[[0.28853323]],[[0.21428605]],[[0.29178272]],32.28013730049133
138,2,32,0.5,tanh,7,30,25,0.16399884223937988,0.18857498466968536,0.04366324717799822,0.03182159550487995,0.0441237377623717,[[0.26241612]],[[0.19124779]],[[0.26518366]],29.479947090148926
139,2,32,0.5,tanh,14,10,25,0.2020912915468216,0.22510413825511932,0.05200661222139994,0.04149803829689821,0.05218086515863737,[[0.31255974]],[[0.24940321]],[[0.313607]],44.52703499794006
140,2,32,0.5,tanh,14,20,25,0.2018802911043167,0.22468213737010956,0.04689091816544533,0.034981307884057365,0.04742080345749855,[[0.28181442]],[[0.21023766]],[[0.28499903]],31.865246295928955
141,2,32,0.5,tanh,14,30,25,0.19721917808055878,0.2192373126745224,0.04406206558148066,0.03214958185950915,0.04471776758631071,[[0.26481301]],[[0.19321899]],[[0.26875378]],29.220263719558716
142,2,32,0.5,tanh,21,10,25,0.1892724633216858,0.21462281048297882,0.05237441509962082,0.040336752931276955,0.05154537409543991,[[0.31477023]],[[0.24242389]],[[0.3097877]],50.7482123374939
143,2,32,0.5,tanh,21,20,25,0.21902631223201752,0.24052293598651886,0.04891307776172956,0.035459080090125404,0.04845151801904043,[[0.2939676]],[[0.21310907]],[[0.29119362]],35.98685574531555
144,2,32,0.5,tanh,21,30,25,0.23382659256458282,0.2554246485233307,0.048481459418932595,0.03514657790462176,0.048118273417154946,[[0.29137357]],[[0.21123093]],[[0.28919082]],34.235373973846436
145,2,64,0.0,relu,7,10,25,0.1681242138147354,0.19321970641613007,0.05142209306359291,0.04003836587071419,0.051642162104447685,[[0.30904678]],[[0.24063058]],[[0.31036939]],45.909616231918335
146,2,64,0.0,relu,7,20,25,0.18476362526416779,0.20808327198028564,0.04357135544220606,0.03185517651339372,0.044070757925510406,[[0.26186385]],[[0.19144961]],[[0.26486526]],39.87785601615906
147,2,64,0.0,relu,7,30,25,0.21339428424835205,0.2347986251115799,0.048444341868162155,0.036379024386405945,0.048938486725091934,[[0.29115049]],[[0.21863794]],[[0.29412031]],33.13828802108765
148,2,64,0.0,relu,14,10,25,0.17563842236995697,0.2004191130399704,0.05079094941417376,0.03921922482550144,0.05126528193553289,[[0.30525361]],[[0.23570754]],[[0.30810434]],45.465550899505615
149,2,64,0.0,relu,14,20,25,0.18289752304553986,0.20718981325626373,0.048740742107232414,0.03672933578491211,0.04937780896822611,[[0.29293186]],[[0.22074331]],[[0.29676063]],35.53152561187744
150,2,64,0.0,relu,14,30,25,0.2039404660463333,0.22614161670207977,0.04826265573501587,0.037362524618705116,0.04875933503111204,[[0.29005856]],[[0.22454877]],[[0.2930436]],29.368712663650513
151,2,64,0.0,relu,21,10,25,0.17546601593494415,0.20187996327877045,0.05409180745482445,0.04077729148169359,0.0534427377084891,[[0.32509176]],[[0.24507152]],[[0.32119085]],47.06068754196167
152,2,64,0.0,relu,21,20,25,0.2478451281785965,0.27293312549591064,0.05000705768664678,0.03714875131845474,0.04967654123902321,[[0.30054242]],[[0.223264]],[[0.29855601]],39.319066286087036
153,2,64,0.0,relu,21,30,25,0.26026323437690735,0.28559744358062744,0.057760355373223625,0.04504376028974851,0.05735257267951965,[[0.34713974]],[[0.270713]],[[0.34468896]],28.781190633773804
154,2,64,0.0,tanh,7,10,25,0.16326206922531128,0.19001249969005585,0.048670186350742974,0.03717015621562799,0.04883133992552757,[[0.29250782]],[[0.22339264]],[[0.29347635]],46.76826357841492
155,2,64,0.0,tanh,7,20,25,0.1710120588541031,0.19562892615795135,0.04458070546388626,0.032698338851332664,0.0449752410252889,[[0.26793004]],[[0.19651702]],[[0.2703012]],37.105005741119385
156,2,64,0.0,tanh,7,30,25,0.24290792644023895,0.2664847671985626,0.05266732474168142,0.040771315495173134,0.05319005871812502,[[0.31653062]],[[0.24503561]],[[0.31967225]],30.88740873336792
157,2,64,0.0,tanh,14,10,25,0.16578489542007446,0.19091863930225372,0.04980290060242017,0.03820206287006537,0.05008988951643308,[[0.29931543]],[[0.2295944]],[[0.30104024]],52.04465126991272
158,2,64,0.0,tanh,14,20,25,0.17703501880168915,0.20107682049274445,0.048612346251805626,0.03659828255573908,0.04923179745674133,[[0.2921602]],[[0.21995568]],[[0.2958831]],37.93543243408203
159,2,64,0.0,tanh,14,30,25,0.1869739443063736,0.20945578813552856,0.045356718202432,0.03432822475830714,0.045902120570341744,[[0.27259388]],[[0.20631263]],[[0.27587174]],28.52313756942749
160,2,64,0.0,tanh,21,10,25,0.17322665452957153,0.1992986798286438,0.053595139334599175,0.0405166819691658,0.052829148868719734,[[0.32210679]],[[0.24350526]],[[0.31750318]],58.91923260688782
161,2,64,0.0,tanh,21,20,25,0.24991202354431152,0.2746814787387848,0.05071075260639191,0.03777349554002285,0.05034679050246874,[[0.30477162]],[[0.22701871]],[[0.30258421]],41.7152214050293
162,2,64,0.0,tanh,21,30,25,0.23000188171863556,0.2525160014629364,0.05243746439615885,0.03931574275096258,0.05204368755221367,[[0.31514916]],[[0.23628761]],[[0.31278256]],35.09667611122131
163,2,64,0.5,relu,7,10,25,0.18880903720855713,0.2120581716299057,0.053721725940704346,0.043277222042282425,0.05364809433619181,[[0.32286757]],[[0.2600961]],[[0.32242505]],60.37592935562134
164,2,64,0.5,relu,7,20,25,0.21846641600131989,0.23955915868282318,0.04850038016835848,0.036346329376101494,0.048968955874443054,[[0.29148728]],[[0.21844144]],[[0.29430342]],33.73204183578491
165,2,64,0.5,relu,7,30,25,0.18082745373249054,0.2045024186372757,0.04315180952350298,0.03135034255683422,0.043655671179294586,[[0.25934238]],[[0.18841556]],[[0.26237058]],30.886112689971924
166,2,64,0.5,relu,14,10,25,0.1867343634366989,0.21041452884674072,0.05230338126420975,0.04150253037611643,0.0524461567401886,[[0.31434332]],[[0.24943021]],[[0.3152014]],46.96896481513977
167,2,64,0.5,relu,14,20,25,0.24190275371074677,0.26515868306159973,0.052749515821536384,0.04055996797978878,0.0532492958009243,[[0.31702459]],[[0.24376541]],[[0.32002827]],34.083956718444824
168,2,64,0.5,relu,14,30,25,0.22429561614990234,0.24605242908000946,0.04947608336806297,0.037297570457061134,0.050056288639704384,[[0.29735126]],[[0.2241584]],[[0.30083829]],31.38081407546997
169,2,64,0.5,relu,21,10,25,0.18789398670196533,0.21299104392528534,0.05355032905936241,0.04143768735229969,0.05266663307944933,[[0.32183748]],[[0.2490405]],[[0.31652646]],52.15584897994995
170,2,64,0.5,relu,21,20,25,0.20963525772094727,0.2329818606376648,0.05089783171812693,0.03735952886442343,0.0503032219906648,[[0.30589597]],[[0.22453077]],[[0.30232236]],40.5245840549469
171,2,64,0.5,relu,21,30,25,0.20996154844760895,0.2351370006799698,0.04888297493259112,0.03557826206088066,0.048377559830745064,[[0.29378668]],[[0.21382535]],[[0.29074913]],30.93796396255493
172,2,64,0.5,tanh,7,10,25,0.2083503156900406,0.23056896030902863,0.05089725802342097,0.040006071949998535,0.0510382317006588,[[0.30589252]],[[0.24043649]],[[0.30673977]],46.27601623535156
173,2,64,0.5,tanh,7,20,25,0.24956174194812775,0.27211812138557434,0.05456127971410751,0.042688822373747826,0.05496793737014135,[[0.32791329]],[[0.25655982]],[[0.3303573]],34.11249017715454
174,2,64,0.5,tanh,7,30,25,0.1966143399477005,0.2189122885465622,0.044778222839037575,0.03277162089943886,0.04533494636416435,[[0.26911712]],[[0.19695744]],[[0.27246303]],35.24358630180359
175,2,64,0.5,tanh,14,10,25,0.23276634514331818,0.2533915340900421,0.051437017818291984,0.04073963252206644,0.051759318759044014,[[0.30913648]],[[0.24484519]],[[0.31107351]],51.505359411239624
176,2,64,0.5,tanh,14,20,25,0.20809656381607056,0.23049946129322052,0.04870071883002917,0.03821107558906078,0.04901257778207461,[[0.29269132]],[[0.22964856]],[[0.29456559]],34.42950439453125
177,2,64,0.5,tanh,14,30,25,0.21313150227069855,0.2357606142759323,0.046514575680096946,0.03465169544021288,0.04708898191650709,[[0.2795526]],[[0.20825669]],[[0.28300478]],34.90078282356262
178,2,64,0.5,tanh,21,10,25,0.22508545219898224,0.250220388174057,0.05255629246433576,0.040230583399534225,0.05194199706117312,[[0.31586332]],[[0.24178581]],[[0.3121714]],49.218278884887695
179,2,64,0.5,tanh,21,20,25,0.21418504416942596,0.2388904094696045,0.051086378594239555,0.039352502673864365,0.050546961526076,[[0.30702914]],[[0.23650854]],[[0.30378724]],39.75391983985901
180,2,64,0.5,tanh,21,30,25,0.20336146652698517,0.22656647861003876,0.048371353497107826,0.034844567999243736,0.047905330856641136,[[0.29071183]],[[0.20941585]],[[0.28791104]],30.664846897125244
181,2,128,0.0,relu,7,10,25,0.15858455002307892,0.18490304052829742,0.04882321630915006,0.037277440230051674,0.0490144727130731,[[0.29342753]],[[0.22403742]],[[0.29457698]],58.84718990325928
182,2,128,0.0,relu,7,20,25,0.21839827299118042,0.24197335541248322,0.054808903485536575,0.04338900993267695,0.05535622810324033,[[0.32940151]],[[0.26076795]],[[0.33269093]],39.40118670463562
183,2,128,0.0,relu,7,30,25,0.20141349732875824,0.22596876323223114,0.046760570257902145,0.03528099258740743,0.047182184954484306,[[0.28103103]],[[0.21203877]],[[0.28356493]],31.309635162353516
184,2,128,0.0,relu,14,10,25,0.17022192478179932,0.1962302327156067,0.051814393450816475,0.040702054277062416,0.0521980586151282,[[0.3114045]],[[0.24461935]],[[0.31371033]],47.756696939468384
185,2,128,0.0,relu,14,20,25,0.18202440440654755,0.20721781253814697,0.049573236455519996,0.03781444144745668,0.05014221742749214,[[0.29793515]],[[0.22726479]],[[0.30135473]],38.93659973144531
186,2,128,0.0,relu,14,30,25,0.19379162788391113,0.21687309443950653,0.04456328476468722,0.033412241687377296,0.045146445433298744,[[0.26782534]],[[0.20080757]],[[0.27133014]],35.39980912208557
187,2,128,0.0,relu,21,10,25,0.1701551228761673,0.19705821573734283,0.05359406272570292,0.04081896444161733,0.052817883590857186,[[0.32210032]],[[0.24532198]],[[0.31743548]],50.846651792526245
188,2,128,0.0,relu,21,20,25,0.2542037069797516,0.2792629301548004,0.051495835185050964,0.0388139175872008,0.051127719382445015,[[0.30948997]],[[0.23327164]],[[0.30727759]],35.00076103210449
189,2,128,0.0,relu,21,30,25,0.205194890499115,0.2304469794034958,0.050005801022052765,0.03796232491731644,0.049556260307629905,[[0.30053486]],[[0.22815357]],[[0.29783312]],35.20112204551697
190,2,128,0.0,tanh,7,10,25,0.16094592213630676,0.18555359542369843,0.05179468169808388,0.040397207563122116,0.05193472529451052,[[0.31128604]],[[0.24278722]],[[0.3121277]],55.22173285484314
191,2,128,0.0,tanh,7,20,25,0.16765046119689941,0.19326567649841309,0.04538580526908239,0.03357188031077385,0.04572578271230062,[[0.27276869]],[[0.201767]],[[0.27481195]],39.1243679523468
192,2,128,0.0,tanh,7,30,25,0.310796320438385,0.33053556084632874,0.06362876171867053,0.053878540794054665,0.06378994509577751,[[0.38240886]],[[0.32381003]],[[0.38337757]],31.375465393066406
193,2,128,0.0,tanh,14,10,25,0.16784356534481049,0.19369210302829742,0.05419820795456568,0.04311451812585195,0.05444781109690666,[[0.32573123]],[[0.25911825]],[[0.32723134]],47.16094923019409
194,2,128,0.0,tanh,14,20,25,0.21556563675403595,0.2379213571548462,0.04426171878973643,0.0326784203449885,0.04488136122624079,[[0.26601293]],[[0.19639731]],[[0.26973698]],34.912713050842285
195,2,128,0.0,tanh,14,30,25,0.21740013360977173,0.24277441203594208,0.04613598436117172,0.0347019179413716,0.04675872127215067,[[0.27727727]],[[0.20855853]],[[0.28101991]],31.178037643432617
196,2,128,0.0,tanh,21,10,25,0.17384479939937592,0.19916443526744843,0.05467270563046137,0.041680000722408295,0.05385199561715126,[[0.32858296]],[[0.2504968]],[[0.32365049]],50.791583776474
197,2,128,0.0,tanh,21,20,25,0.2256028652191162,0.2495468407869339,0.048368306209643684,0.035227095708251,0.04794924706220627,[[0.29069352]],[[0.21171485]],[[0.28817497]],34.46594166755676
198,2,128,0.0,tanh,21,30,25,0.22238992154598236,0.24656307697296143,0.053989763061205544,0.04248571520050367,0.053442402432362236,[[0.32447848]],[[0.25533915]],[[0.32118884]],31.927507400512695
199,2,128,0.5,relu,7,10,25,0.2253880649805069,0.24723438918590546,0.05146546786030134,0.04073465367158254,0.05166454613208771,[[0.30930746]],[[0.24481527]],[[0.31050392]],47.23971509933472
200,2,128,0.5,relu,7,20,25,0.1989196538925171,0.22104696929454803,0.04947656268874804,0.03912434664865335,0.04958659907182058,[[0.29735414]],[[0.23513732]],[[0.29801546]],37.74463200569153
201,2,128,0.5,relu,7,30,25,0.27019980549812317,0.29155945777893066,0.0533584455649058,0.041630811989307404,0.053928972532351814,[[0.32068426]],[[0.25020118]],[[0.32411312]],35.80206894874573
202,2,128,0.5,relu,14,10,25,0.21472616493701935,0.2372007966041565,0.05335263659556707,0.04267019281784693,0.0535377636551857,[[0.32064935]],[[0.25644786]],[[0.32176196]],47.09085178375244
203,2,128,0.5,relu,14,20,25,0.188232421875,0.21245397627353668,0.04998736331860224,0.03928456890086333,0.05018960932890574,[[0.30042405]],[[0.23610026]],[[0.30163955]],41.53105044364929
204,2,128,0.5,relu,14,30,25,0.22065991163253784,0.2430775910615921,0.048270312448342644,0.03639554977416992,0.04879929622014364,[[0.29010458]],[[0.21873725]],[[0.29328377]],35.12296438217163
205,2,128,0.5,relu,21,10,25,0.19352668523788452,0.21772615611553192,0.05298136547207832,0.0408071664472421,0.052149189015229545,[[0.31841801]],[[0.24525107]],[[0.31341663]],55.53601884841919
206,2,128,0.5,relu,21,20,25,0.20141597092151642,0.22526878118515015,0.05383700132369995,0.04215441892544428,0.05303829535841942,[[0.32356038]],[[0.25334806]],[[0.31876016]],39.779003620147705
207,2,128,0.5,relu,21,30,25,0.18513381481170654,0.21063710749149323,0.04572585349281629,0.03236459009349346,0.04523356631398201,[[0.27481238]],[[0.19451119]],[[0.27185373]],34.98473048210144
208,2,128,0.5,tanh,7,10,25,0.23429732024669647,0.25360703468322754,0.05817347516616186,0.047890905290842056,0.058200202882289886,[[0.34962259]],[[0.28782434]],[[0.34978322]],48.75109672546387
209,2,128,0.5,tanh,7,20,25,0.1937040239572525,0.21658258140087128,0.05013211816549301,0.03971529255310694,0.050157975405454636,[[0.30129403]],[[0.23868891]],[[0.30144943]],37.424132347106934
210,2,128,0.5,tanh,7,30,25,0.20475345849990845,0.22783195972442627,0.04968921964367231,0.03743348146478335,0.05021988352139791,[[0.29863221]],[[0.22497522]],[[0.3018215]],31.362640142440796
211,2,128,0.5,tanh,14,10,25,0.2092394232749939,0.2295960634946823,0.05480742206176122,0.04394673928618431,0.05509113768736521,[[0.32939261]],[[0.2641199]],[[0.33109774]],51.21201848983765
212,2,128,0.5,tanh,14,20,25,0.19163429737091064,0.21489576995372772,0.047471036513646446,0.036774630968769394,0.04781059920787811,[[0.28530093]],[[0.22101553]],[[0.2873417]],34.953105211257935
213,2,128,0.5,tanh,14,30,25,0.21095462143421173,0.2340853363275528,0.04912584275007248,0.03875974379479885,0.049463710437218346,[[0.29524631]],[[0.23294606]],[[0.2972769]],29.902130365371704
214,2,128,0.5,tanh,21,10,25,0.16941314935684204,0.19528646767139435,0.055058094362417855,0.042390661935011544,0.054193935046593346,[[0.33089915]],[[0.25476788]],[[0.32570555]],50.257336139678955
215,2,128,0.5,tanh,21,20,25,0.21550516784191132,0.24057500064373016,0.05459455276528994,0.043257965395847954,0.05385004232327143,[[0.32811326]],[[0.25998037]],[[0.32363875]],39.42165207862854
216,2,128,0.5,tanh,21,30,25,0.22486300766468048,0.24634413421154022,0.04877637575070063,0.0355266568561395,0.0484101710220178,[[0.29314602]],[[0.21351521]],[[0.29094513]],31.96978235244751